date,state,committee,type,number of studies
4/30/2018,Tehran,AJA University of Medical Sciences,Thesis,2
4/30/2018,Tehran,"Royan Institute- Academic Center for Education, Culture and Research",Thesis,1
4/30/2018,Tehran,School of Pharmacy and Nursing & Midwifery- Shahid Beheshti University of Medical Sciences,Proposal,9
4/30/2018,Tehran,School of Pharmacy and Nursing & Midwifery- Shahid Beheshti University of Medical Sciences,Thesis,17
4/30/2018,Zanjan,Isalimc Azad University-Zanjan Branch,Thesis,10
5/1/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,2
5/1/2018,Kerman,Rafsanjan University of Medical Sciences,Proposal,5
5/1/2018,Kurdistan,Kurdistan University of Medical Sciences,Thesis,1
5/1/2018,Mazandaran,Mazandaran University of Medical Sciences,Proposal,1
5/1/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,3
5/1/2018,Qom,Qom University of Medical Sciences,Proposal,7
5/1/2018,Qom,Qom University of Medical Sciences,Thesis,10
5/1/2018,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Thesis,10
5/1/2018,Tehran,School of Nursing and Midwifery & Rehabilitation - Tehran University of Medical Sciences,Thesis,2
5/1/2018,Tehran,School of Public Health & Neuroscience Research Center - Shahid Beheshti University of Medical Sciences,Proposal,3
5/1/2018,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Proposal,1
5/1/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,1
5/1/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Thesis,3
5/2/2018,Mazandaran,Mazandaran University of Medical Sciences,Proposal,3
5/2/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,1
5/3/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,11
5/3/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,3
5/3/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,2
5/4/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Thesis,6
5/5/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Proposal,1
5/5/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,3
5/5/2018,Fars,Shiraz University of Medical Sciences,Proposal,13
5/5/2018,Fars,Shiraz University of Medical Sciences,Thesis,12
5/5/2018,Gilan,Guilan university of medical sciences,Proposal,11
5/5/2018,Gilan,Guilan university of medical sciences,Thesis,5
5/5/2018,Kerman,Kerman University of Medical Sciences,Proposal,11
5/5/2018,Kerman,Kerman University of Medical Sciences,Thesis,2
5/5/2018,Khuzestan,Ahvaz Jundishapur University of Medical Sciences,Proposal,13
5/5/2018,Khuzestan,Ahvaz Jundishapur University of Medical Sciences,Thesis,32
5/5/2018,Khuzestan,Shoushtar Faculty of Medical Sciences,Proposal,1
5/5/2018,Mazandaran,Imam Hospital- Mazandaran University of Medical Sciences,Thesis,1
5/5/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,1
5/5/2018,Razavi Khorasan,Mashhad University of Medical Sciences,Proposal,7
5/5/2018,Razavi Khorasan,Mashhad University of Medical Sciences,Thesis,15
5/5/2018,Tehran,Children’s Medical Center- Tehran University of Medical Sciences,Thesis,2
5/5/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,2
5/5/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,43
5/5/2018,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Proposal,1
5/5/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Thesis,1
5/6/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,2
5/6/2018,Kerman,Rafsanjan University of Medical Sciences,Proposal,4
5/6/2018,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Proposal,5
5/6/2018,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Thesis,7
5/6/2018,Qom,Islamic Azad University- Qom Branch,Proposal,2
5/6/2018,Qom,Islamic Azad University- Qom Branch,Thesis,8
5/6/2018,Tehran,Farabi Eye Hospital- Tehran University of Medical Sciences,Thesis,1
5/6/2018,Tehran,Iran University of Medical Sciences,Thesis,1
5/6/2018,Tehran,"Iranian Academic Center for Education,Culture and Research",Proposal,2
5/6/2018,Tehran,School of Dentistry- Tehran University of Medical Sciences,Proposal,1
5/6/2018,Tehran,School of Dentistry- Tehran University of Medical Sciences,Thesis,1
5/6/2018,Tehran,Tehran Islamic Azad University Of Medical Sciences,Thesis,9
5/6/2018,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Thesis,1
5/6/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,2
5/6/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Thesis,6
5/6/2018,Yazd,School of Public Health - Shahid Sadoughi University of Medical Sciences,Proposal,5
5/6/2018,Yazd,School of Public Health - Shahid Sadoughi University of Medical Sciences,Thesis,6
5/7/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,1
5/7/2018,Isfahan,"Faculty of Nursing & Midwifery, Faculty of Health & Faculty of Paramedicine- Kashan University of Medical sciences",Proposal,7
5/7/2018,Isfahan,"Faculty of Nursing & Midwifery, Faculty of Health & Faculty of Paramedicine- Kashan University of Medical sciences",Thesis,1
5/7/2018,Tehran,School of Dentistry- Tehran University of Medical Sciences,Thesis,1
5/7/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,1
5/7/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,1
5/8/2018,East Azerbaijan,Maragheh University of Medical Sciences,Proposal,1
5/8/2018,Fars,Fasa University of Medical Sciences,Proposal,2
5/8/2018,Fars,Fasa University of Medical Sciences,Thesis,6
5/8/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Proposal,1
5/8/2018,Kermanshah,Kermanshah University of Medical Sciences,Proposal,38
5/8/2018,Kermanshah,Kermanshah University of Medical Sciences,Thesis,34
5/8/2018,Kurdistan,Kurdistan University of Medical Sciences,Proposal,8
5/8/2018,Kurdistan,Kurdistan University of Medical Sciences,Thesis,2
5/8/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,1
5/8/2018,Mazandaran ,Islamic Azad University - Chalus Branch,Thesis,4
5/8/2018,Razavi Khorasan,Islamic Azad university - Sabzevar Branch,Thesis,9
5/8/2018,Tehran,Research Institute for Endocrine Sciences - Shahid Beheshti University of Medical Sciences,Proposal,11
5/8/2018,Tehran,Research Institute for Endocrine Sciences - Shahid Beheshti University of Medical Sciences,Thesis,4
5/8/2018,Yazd,National Research Institute of Tuberculosis and Lung Diseases - Shahid Beheshti University of Medical Sciences,Proposal,8
5/8/2018,Zanjan,Zanjan University of Medical Sciences,Proposal,5
5/8/2018,Zanjan,Zanjan University of Medical Sciences,Thesis,14
5/9/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,4
5/9/2018,Fars,Shiraz University of Medical Sciences,Proposal,9
5/9/2018,Fars,Shiraz University of Medical Sciences,Thesis,17
5/9/2018,Kerman,Rafsanjan University of Medical Sciences,Proposal,2
5/9/2018,Kerman,Rafsanjan University of Medical Sciences,Thesis,2
5/9/2018,Mazandaran,Mazandaran University of Medical Sciences,Proposal,1
5/9/2018,Razavi Khorasan,Sabzevar University of Medical Sciences,Proposal,3
5/9/2018,Razavi Khorasan,Sabzevar University of Medical Sciences,Thesis,4
5/9/2018,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Proposal,26
5/9/2018,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Thesis,41
5/9/2018,Tehran,Digestive Diseases Research Institute- Tehran University of Medical Sciences,Thesis,1
5/9/2018,Tehran,School of Dentistry- Tehran University of Medical Sciences,Thesis,1
5/9/2018,Tehran,School of Public Health & Allied Medical Sciences- Tehran University of Medical Sciences,Proposal,6
5/9/2018,Tehran,School of Public Health & Allied Medical Sciences- Tehran University of Medical Sciences,Thesis,19
5/9/2018,West Azerbaijan,Urmia University of Medical Sciences,Proposal,4
5/9/2018,West Azerbaijan,Urmia University of Medical Sciences,Thesis,23
5/10/2018,Isfahan,Islamic Azad University- Najafaba Branch,Proposal,2
5/10/2018,Isfahan,Islamic Azad University- Najafaba Branch,Thesis,7
5/10/2018,Kerman,Kerman University of Medical Sciences,Thesis,1
5/10/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,1
5/10/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,2
5/10/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,1
5/12/2018,Fars,Shiraz University of Medical Sciences,Proposal,4
5/12/2018,Gilan,Guilan university of medical sciences,Proposal,1
5/12/2018,Hamadan,Hamadan University of Medical Scieneces,Proposal,9
5/12/2018,Hamadan,Hamadan University of Medical Scieneces,Thesis,21
5/12/2018,Isfahan,Islamic Azad University - Dehaghan Branch,Proposal,2
5/12/2018,Isfahan,Islamic Azad University - Dehaghan Branch,Thesis,2
5/12/2018,Khuzestan,Ahvaz Jundishapur University of Medical Sciences,Proposal,3
5/12/2018,Khuzestan,Ahvaz Jundishapur University of Medical Sciences,Thesis,27
5/12/2018,Kohgiluyeh and Boyer-Ahmad,Yasuj University of Medical Sciences,Proposal,6
5/12/2018,Kohgiluyeh and Boyer-Ahmad,Yasuj University of Medical Sciences,Thesis,6
5/12/2018,Markazi ,Arak University of Medical Sciences,Proposal,8
5/12/2018,Markazi ,Arak University of Medical Sciences,Thesis,12
5/12/2018,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Proposal,5
5/12/2018,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Thesis,6
5/12/2018,Mazandaran,Islamic Azad University- Babol Branch,Proposal,1
5/12/2018,Razavi Khorasan,Hakim Sabzevari University,Proposal,2
5/12/2018,Razavi Khorasan,Hakim Sabzevari University,Thesis,12
5/12/2018,Tehran,Farabi Eye Hospital- Tehran University of Medical Sciences,Proposal,1
5/12/2018,Tehran,Farabi Eye Hospital- Tehran University of Medical Sciences,Thesis,3
5/12/2018,Tehran,School of Dentistry- Tehran University of Medical Sciences,Thesis,1
5/12/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,1
5/12/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,1
5/13/2018,Chaharmahal and Bakhtiari,Islamic Azad University - Shahrekord Branch,Thesis,18
5/13/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,2
5/13/2018,Hormozgan,Hormozgan University of Medical Sciences,Proposal,3
5/13/2018,Hormozgan,Hormozgan University of Medical Sciences,Thesis,20
5/13/2018,Kerman,Jiroft University of Medical Sciences,Proposal,1
5/13/2018,Kerman,Jiroft University of Medical Sciences,Thesis,2
5/13/2018,Markazi ,Arak University of Medical Sciences,Proposal,13
5/13/2018,Markazi ,Arak University of Medical Sciences,Thesis,3
5/13/2018,Mazandaran,Mazandaran University of Medical Sciences,Thesis,1
5/13/2018,Sistan and Baluchestan,Zahedan University Of Medical Sciences,Proposal,10
5/13/2018,Sistan and Baluchestan,Zahedan University Of Medical Sciences,Thesis,13
5/13/2018,Tehran,Veterans and Martyrs Affair Foundation (VMAF),Proposal,6
5/13/2018,Tehran,Vice-Chancellor in Research Affairs - Shahid Beheshti University of Medical Sciences,Proposal,31
5/13/2018,Tehran,Vice-Chancellor in Research Affairs - Shahid Beheshti University of Medical Sciences,Thesis,26
5/13/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,1
5/13/2018,South Khorasan,Birjand University of Medical Sciences,Proposal,15
5/13/2018,South Khorasan,Birjand University of Medical Sciences,Thesis,16
5/14/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,4
5/14/2018,Razavi Khorasan,Gonabad university of medical scienses,Proposal,21
5/14/2018,Razavi Khorasan,Gonabad university of medical scienses,Thesis,5
5/14/2018,Razavi Khorasan,Neyshabur University of Medical Sciences,Proposal,2
5/14/2018,Razavi Khorasan,School of pharmacy - Mashhad Univercity of Medical Sciences,Proposal,4
5/14/2018,Razavi Khorasan,School of pharmacy - Mashhad Univercity of Medical Sciences,Thesis,4
5/14/2018,Sistan and Baluchestan,Zabol University of Medical Sciences,Proposal,32
5/14/2018,Sistan and Baluchestan,Zabol University of Medical Sciences,Thesis,3
5/14/2018,Tabriz,Tabriz University of Medical Sciences,Proposal,12
5/14/2018,Tabriz,Tabriz University of Medical Sciences,Thesis,21
5/14/2018,Tabriz,Vice-Chancellor in Research Affairs - Tabriz University of Medical Sciences,Proposal,15
5/14/2018,Tabriz,Vice-Chancellor in Research Affairs - Tabriz University of Medical Sciences,Thesis,18
5/14/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,4
5/14/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,7
5/14/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,8
5/14/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Thesis,2
5/15/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,1
5/15/2018,Fars,Shiraz University of Medical Sciences,Proposal,1
5/15/2018,Kerman,Rafsanjan University of Medical Sciences,Proposal,1
5/15/2018,Kerman,Rafsanjan University of Medical Sciences,Thesis,1
5/15/2018,Khuzestan,Dezful University of Medical Sciences,Proposal,1
5/15/2018,Khuzestan,Dezful University of Medical Sciences,Thesis,7
5/15/2018,Khuzestan,Research Center & Experimental Animal House - Ahvaz Jundishapur University of Medical Sciences,Proposal,3
5/15/2018,Khuzestan,Research Center & Experimental Animal House - Ahvaz Jundishapur University of Medical Sciences,Thesis,8
5/15/2018,North Khorasan,North Khorasan University of Medical Sciences,Proposal,6
5/15/2018,North Khorasan,North Khorasan University of Medical Sciences,Thesis,8
5/15/2018,Razavi Khorasan,School of Nursing & Midwifery - Mashhad University of Medical Sciences,Thesis,1
5/15/2018,Tehran,"Royan Institute- Academic Center for Education, Culture and Research",Proposal,15
5/15/2018,Tehran,"Royan Institute- Academic Center for Education, Culture and Research",Thesis,17
5/15/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,1
5/15/2018,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,9
5/15/2018,Tehran,Skin Research Center- Shahid Beheshti University of Medical Sciences,Proposal,13
5/15/2018,Yazd,Islamic Azad University-Yazd Branch,Thesis,12
5/16/2018,Alborz ,Islamic Azad University - Karaj Branch,Proposal,1
5/16/2018,Alborz ,Islamic Azad University - Karaj Branch,Thesis,1
5/16/2018,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,2
5/16/2018,Khuzestan,Abadan School of Medical Sciences,Proposal,3
5/16/2018,Mazandaran,Mazandaran University of Medical Sciences,Proposal,1
5/16/2018,Qazvin,Qazvin University of Medical Sciences,Proposal,7
5/16/2018,Qazvin,Qazvin University of Medical Sciences,Thesis,3
5/16/2018,Razavi Khorasan,School of Dentistry - Mashhad University of Medical Sciences,Proposal,1
5/16/2018,Razavi Khorasan,School of Dentistry - Mashhad University of Medical Sciences,Thesis,6
5/16/2018,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Proposal,8
5/16/2018,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Thesis,9
5/16/2018,Tehran,Iran University of Medical Sciences,Proposal,1
5/16/2018,Tehran,School of Nursing and Midwifery & Rehabilitation - Tehran University of Medical Sciences,Thesis,3
5/16/2018,Tehran,Tarbiat Modares University,Proposal,1
5/16/2018,Tehran,Tarbiat Modares University,Thesis,26
5/16/2018,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,2
5/16/2018,Yazd,School of Medicine- Shahid Sadoughi University of Medical Sciences,Proposal,3
5/16/2018,Yazd,School of Medicine- Shahid Sadoughi University of Medical Sciences,Thesis,39
5/16/2018,Yazd,Shahid Sadoughi University of Medical Sciences,Thesis,13
5/17/2018,Tehran,Vice-Chancellor in Research Affairs - Shahid Beheshti University of Medical Sciences,Proposal,1
